path,time_started,winner,reason,number_of_moves,player_white_name,player_white_wrong_moves,player_white_wrong_actions,player_white_reflections_used,player_white_reflections_used_before_board,player_white_model,material_count_white,material_count_black,player_black_name,player_black_wrong_moves,player_black_wrong_actions,player_black_reflections_used,player_black_reflections_used_before_board,player_black_model,usage_stats_white_total_cost,usage_stats_black_total_cost,usage_stats_black_model_cost,usage_stats_black_model_prompt_tokens,usage_stats_black_model_completion_tokens,usage_stats_black_model_total_tokens
../_logs/quantization_research/2025-01-20_gemma-2-9b-it@f16_NOFA/2025.01.21_00:48_1737409749851.json,2025.01.21_00:48,Random_Player,Too many wrong actions,12,Random_Player,0,0,0,0,N/A,39,39,Player_Black,2,1,0,0,alamios/gemma-2-9b-it,0,0,0,7910,744,8654
../_logs/quantization_research/2025-01-20_gemma-2-9b-it@f16_NOFA/2025.01.21_01:06.json,2025.01.21_01:06,Random_Player,Too many wrong actions,38,Random_Player,0,0,0,0,N/A,35,35,Player_Black,0,3,0,0,alamios/gemma-2-9b-it,0,0,0,23619,2002,25621
../_logs/quantization_research/2025-01-20_gemma-2-9b-it@f16_NOFA/2025.01.21_01:10.json,2025.01.21_01:10,Random_Player,Too many wrong actions,10,Random_Player,0,0,0,0,N/A,39,39,Player_Black,2,1,0,0,alamios/gemma-2-9b-it,0,0,0,8407,726,9133
../_logs/quantization_research/2025-01-20_gemma-2-9b-it@f16_NOFA/2025.01.21_01:47.json,2025.01.21_01:47,Random_Player,Too many wrong actions,38,Random_Player,0,0,0,0,N/A,38,39,Player_Black,2,1,0,0,alamios/gemma-2-9b-it,0,0,0,26265,2279,28544
../_logs/quantization_research/2025-01-20_gemma-2-9b-it@f16_NOFA/2025.01.21_01:26.json,2025.01.21_01:26,Random_Player,Too many wrong actions,16,Random_Player,0,0,0,0,N/A,39,39,Player_Black,3,0,0,0,alamios/gemma-2-9b-it,0,0,0,14327,1216,15543
../_logs/quantization_research/2025-01-20_gemma-2-9b-it@f16_NOFA/2025.01.21_00:23_1737408225746.json,2025.01.21_00:23,Random_Player,Too many wrong actions,10,Random_Player,0,0,0,0,N/A,39,39,Player_Black,1,2,0,0,alamios/gemma-2-9b-it,0,0,0,9478,572,10050
../_logs/quantization_research/2025-01-20_gemma-2-9b-it@f16_NOFA/2025.01.21_00:31.json,2025.01.21_00:31,NONE,Max moves reached,200,Random_Player,0,0,0,0,N/A,23,19,Player_Black,1,0,0,0,alamios/gemma-2-9b-it,0,0,0,125783,11563,137346
../_logs/quantization_research/2025-01-20_gemma-2-9b-it@f16_NOFA/2025.01.21_00:30.json,2025.01.21_00:30,Random_Player,Too many wrong actions,26,Random_Player,0,0,0,0,N/A,36,33,Player_Black,2,1,0,0,alamios/gemma-2-9b-it,0,0,0,23306,1598,24904
../_logs/quantization_research/2025-01-20_gemma-2-9b-it@f16_NOFA/2025.01.21_00:26.json,2025.01.21_00:26,Random_Player,Too many wrong actions,74,Random_Player,0,0,0,0,N/A,34,29,Player_Black,2,1,0,0,alamios/gemma-2-9b-it,0,0,0,45390,3929,49319
../_logs/quantization_research/2025-01-20_gemma-2-9b-it@f16_NOFA/2025.01.21_01:27.json,2025.01.21_01:27,Random_Player,Too many wrong actions,10,Random_Player,0,0,0,0,N/A,39,39,Player_Black,1,2,0,0,alamios/gemma-2-9b-it,0,0,0,8266,692,8958
../_logs/quantization_research/2025-01-20_gemma-2-9b-it@f16_NOFA/2025.01.21_01:37_1737412935732.json,2025.01.21_01:37,NONE,Max moves reached,200,Random_Player,0,0,0,0,N/A,29,10,Player_Black,1,0,0,0,alamios/gemma-2-9b-it,0,0,0,104288,9674,113962
../_logs/quantization_research/2025-01-20_gemma-2-9b-it@f16_NOFA/2025.01.21_01:31.json,2025.01.21_01:31,Random_Player,Too many wrong actions,54,Random_Player,0,0,0,0,N/A,39,25,Player_Black,0,3,0,0,alamios/gemma-2-9b-it,0,0,0,33014,2537,35551
../_logs/quantization_research/2025-01-20_gemma-2-9b-it@f16_NOFA/2025.01.21_01:46.json,2025.01.21_01:46,Random_Player,Too many wrong actions,34,Random_Player,0,0,0,0,N/A,38,38,Player_Black,1,2,0,0,alamios/gemma-2-9b-it,0,0,0,26842,1980,28822
../_logs/quantization_research/2025-01-20_gemma-2-9b-it@f16_NOFA/2025.01.21_01:11.json,2025.01.21_01:11,Random_Player,Too many wrong actions,64,Random_Player,0,0,0,0,N/A,39,33,Player_Black,1,2,0,0,alamios/gemma-2-9b-it,0,0,0,35287,3432,38719
../_logs/quantization_research/2025-01-20_gemma-2-9b-it@f16_NOFA/2025.01.21_00:59_1737410455280.json,2025.01.21_00:59,Random_Player,Too many wrong actions,50,Random_Player,0,0,0,0,N/A,30,35,Player_Black,2,1,0,0,alamios/gemma-2-9b-it,0,0,0,28358,2632,30990
../_logs/quantization_research/2025-01-20_gemma-2-9b-it@f16_NOFA/2025.01.21_01:07.json,2025.01.21_01:07,Random_Player,Too many wrong actions,32,Random_Player,0,0,0,0,N/A,39,37,Player_Black,1,2,0,0,alamios/gemma-2-9b-it,0,0,0,21725,1716,23441
../_logs/quantization_research/2025-01-20_gemma-2-9b-it@f16_NOFA/2025.01.21_01:10_1737411117974.json,2025.01.21_01:10,Random_Player,Too many wrong actions,50,Random_Player,0,0,0,0,N/A,35,28,Player_Black,0,3,0,0,alamios/gemma-2-9b-it,0,0,0,25830,2359,28189
../_logs/quantization_research/2025-01-20_gemma-2-9b-it@f16_NOFA/2025.01.21_00:30_1737408671893.json,2025.01.21_00:30,Random_Player,Too many wrong actions,22,Random_Player,0,0,0,0,N/A,39,39,Player_Black,1,2,0,0,alamios/gemma-2-9b-it,0,0,0,16685,1084,17769
../_logs/quantization_research/2025-01-20_gemma-2-9b-it@f16_NOFA/2025.01.21_01:08_1737411036625.json,2025.01.21_01:08,Random_Player,Too many wrong actions,66,Random_Player,0,0,0,0,N/A,36,39,Player_Black,2,1,0,0,alamios/gemma-2-9b-it,0,0,0,44019,3936,47955
../_logs/quantization_research/2025-01-20_gemma-2-9b-it@f16_NOFA/2025.01.21_00:37.json,2025.01.21_00:37,NONE,Max moves reached,200,Random_Player,0,0,0,0,N/A,11,13,Player_Black,0,0,0,0,alamios/gemma-2-9b-it,0,0,0,127165,10605,137770
../_logs/quantization_research/2025-01-20_gemma-2-9b-it@f16_NOFA/2025.01.21_01:55_1737413825332.json,2025.01.21_01:55,Random_Player,Too many wrong actions,48,Random_Player,0,0,0,0,N/A,33,37,Player_Black,1,2,0,0,alamios/gemma-2-9b-it,0,0,0,38031,3236,41267
../_logs/quantization_research/2025-01-20_gemma-2-9b-it@f16_NOFA/2025.01.21_00:36_1737409065694.json,2025.01.21_00:36,Random_Player,Too many wrong actions,42,Random_Player,0,0,0,0,N/A,39,35,Player_Black,3,0,0,0,alamios/gemma-2-9b-it,0,0,0,28437,2615,31052
../_logs/quantization_research/2025-01-20_gemma-2-9b-it@f16_NOFA/2025.01.21_01:57.json,2025.01.21_01:57,Random_Player,Checkmate,55,Random_Player,0,0,0,0,N/A,38,21,Player_Black,0,0,0,0,alamios/gemma-2-9b-it,0,0,0,29901,2626,32527
../_logs/quantization_research/2025-01-20_gemma-2-9b-it@f16_NOFA/2025.01.21_01:00.json,2025.01.21_01:00,NONE,Max moves reached,200,Random_Player,0,0,0,0,N/A,25,17,Player_Black,0,0,0,0,alamios/gemma-2-9b-it,0,0,0,120433,10931,131364
../_logs/quantization_research/2025-01-20_gemma-2-9b-it@f16_NOFA/2025.01.21_01:17.json,2025.01.21_01:17,NONE,Max moves reached,200,Random_Player,0,0,0,0,N/A,26,23,Player_Black,0,0,0,0,alamios/gemma-2-9b-it,0,0,0,115719,10413,126132
../_logs/quantization_research/2025-01-20_gemma-2-9b-it@f16_NOFA/2025.01.21_01:07_1737410887791.json,2025.01.21_01:07,Random_Player,Too many wrong actions,8,Random_Player,0,0,0,0,N/A,39,39,Player_Black,1,2,0,0,alamios/gemma-2-9b-it,0,0,0,8905,614,9519
../_logs/quantization_research/2025-01-20_gemma-2-9b-it@f16_NOFA/2025.01.21_00:23_1737408248343.json,2025.01.21_00:23,Random_Player,Too many wrong actions,16,Random_Player,0,0,0,0,N/A,39,39,Player_Black,2,1,0,0,alamios/gemma-2-9b-it,0,0,0,10312,893,11205
../_logs/quantization_research/2025-01-20_gemma-2-9b-it@f16_NOFA/2025.01.21_00:57.json,2025.01.21_00:57,Random_Player,Too many wrong actions,30,Random_Player,0,0,0,0,N/A,38,36,Player_Black,3,0,0,0,alamios/gemma-2-9b-it,0,0,0,17755,1769,19524
../_logs/quantization_research/2025-01-20_gemma-2-9b-it@f16_NOFA/2025.01.21_00:41.json,2025.01.21_00:41,Random_Player,Too many wrong actions,36,Random_Player,0,0,0,0,N/A,35,38,Player_Black,0,3,0,0,alamios/gemma-2-9b-it,0,0,0,21954,1557,23511
../_logs/quantization_research/2025-01-20_gemma-2-9b-it@f16_NOFA/2025.01.21_00:28_1737408549895.json,2025.01.21_00:28,Random_Player,Too many wrong actions,32,Random_Player,0,0,0,0,N/A,39,39,Player_Black,0,3,0,0,alamios/gemma-2-9b-it,0,0,0,20349,1735,22084
../_logs/quantization_research/2025-01-20_gemma-2-9b-it@f16_NOFA/2025.01.21_00:24_1737408394884.json,2025.01.21_00:24,Random_Player,Too many wrong actions,96,Random_Player,0,0,0,0,N/A,38,20,Player_Black,1,2,0,0,alamios/gemma-2-9b-it,0,0,0,54805,4931,59736
../_logs/quantization_research/2025-01-20_gemma-2-9b-it@f16_NOFA/2025.01.21_00:36.json,2025.01.21_00:36,Random_Player,Too many wrong actions,14,Random_Player,0,0,0,0,N/A,38,38,Player_Black,1,2,0,0,alamios/gemma-2-9b-it,0,0,0,12284,1044,13328
../_logs/quantization_research/2025-01-20_gemma-2-9b-it@f16_NOFA/2025.01.21_01:27_1737412100584.json,2025.01.21_01:27,Random_Player,Too many wrong actions,34,Random_Player,0,0,0,0,N/A,38,35,Player_Black,3,0,0,0,alamios/gemma-2-9b-it,0,0,0,20905,2293,23198
../_logs/quantization_research/2025-01-20_gemma-2-9b-it@f16_NOFA/2025.01.21_01:55_1737413740759.json,2025.01.21_01:55,Random_Player,Too many wrong actions,6,Random_Player,0,0,0,0,N/A,39,39,Player_Black,2,1,0,0,alamios/gemma-2-9b-it,0,0,0,5747,497,6244
../_logs/quantization_research/2025-01-20_gemma-2-9b-it@f16_NOFA/2025.01.21_01:37.json,2025.01.21_01:37,Random_Player,Too many wrong actions,14,Random_Player,0,0,0,0,N/A,39,38,Player_Black,2,1,0,0,alamios/gemma-2-9b-it,0,0,0,8053,771,8824
